zaman,hiz,hiz_setpoint,heading,yon_setpoint,thrust_sol,thrust_sag
2026-07-17T10:00:17.300000+00:00,1.010,1.000,0.0129,0.000,10.86,5.06
2026-07-17T10:00:17.400000+00:00,1.000,1.000,-0.0041,0.000,7.82,8.18
2026-07-17T10:00:17.500000+00:00,0.981,1.000,0.0043,0.000,7.91,8.24
2026-07-17T10:00:17.600000+00:00,0.976,1.000,0.0139,0.000,9.78,6.41
2026-07-17T10:00:17.700000+00:00,1.008,1.000,-0.0139,0.000,9.80,6.14
2026-07-17T10:00:17.800000+00:00,0.985,1.000,0.0118,0.000,6.58,9.54
2026-07-17T10:00:17.900000+00:00,1.006,1.000,0.0010,0.000,7.45,8.51
2026-07-17T10:00:18+00:00,0.966,1.000,-0.0041,0.000,7.13,9.14
2026-07-17T10:00:18.100000+00:00,0.996,1.000,-0.0058,0.000,10.01,6.02
2026-07-17T10:00:18.200000+00:00,0.999,1.000,-0.0132,0.000,6.26,9.75
2026-07-17T10:00:18.300000+00:00,0.982,1.000,0.0200,0.000,10.02,6.12
2026-07-17T10:00:18.400000+00:00,1.015,1.000,-0.0207,0.000,8.93,6.95
2026-07-17T10:00:18.500000+00:00,1.077,1.000,0.0242,0.000,10.49,4.89
2026-07-17T10:00:18.600000+00:00,1.040,1.000,0.0451,0.000,7.17,8.51
2026-07-17T10:00:18.700000+00:00,0.994,1.000,0.0233,0.000,7.92,8.13
2026-07-17T10:00:18.800000+00:00,1.011,1.000,0.0209,0.000,8.67,7.24
2026-07-17T10:00:18.900000+00:00,1.053,1.000,-0.0015,0.000,7.61,7.96
2026-07-17T10:00:19+00:00,0.998,1.000,-0.0036,0.000,8.45,7.56
2026-07-17T10:00:19.100000+00:00,0.945,1.000,-0.0089,0.000,8.47,7.97
2026-07-17T10:00:19.200000+00:00,0.950,1.000,0.0144,0.000,8.61,7.79
2026-07-17T10:00:19.300000+00:00,1.053,1.000,-0.0759,0.000,7.35,8.22
2026-07-17T10:00:19.400000+00:00,1.007,1.000,-0.0309,0.000,9.60,6.34
2026-07-17T10:00:19.500000+00:00,1.004,1.000,-0.0275,0.000,9.05,6.92
2026-07-17T10:00:19.600000+00:00,0.999,1.000,-0.0108,0.000,8.56,7.44
2026-07-17T10:00:19.700000+00:00,0.984,1.000,-0.0135,0.000,7.63,8.50
2026-07-17T10:00:19.800000+00:00,1.012,1.000,-0.0024,0.000,6.94,8.96
2026-07-17T10:00:19.900000+00:00,1.000,1.000,0.0389,0.000,6.69,9.31
2026-07-17T10:00:20+00:00,0.985,1.000,-0.0391,0.000,7.63,8.50
2026-07-17T10:00:20.100000+00:00,1.048,1.000,0.0074,0.000,8.60,7.02
2026-07-17T10:00:20.200000+00:00,0.975,1.000,-0.0471,0.000,8.18,8.02
2026-07-17T10:00:20.300000+00:00,0.984,1.000,0.0432,0.000,7.54,8.58
2026-07-17T10:00:20.400000+00:00,0.971,1.000,-0.0064,0.000,10.51,5.72
2026-07-17T10:00:20.500000+00:00,0.982,1.000,-0.0058,0.000,6.02,10.13
2026-07-17T10:00:20.600000+00:00,1.010,1.000,0.0157,0.000,6.41,9.51
2026-07-17T10:00:20.700000+00:00,1.033,1.000,-0.0403,0.000,8.12,7.62
2026-07-17T10:00:20.800000+00:00,1.006,1.000,-0.0131,0.000,8.21,7.74
2026-07-17T10:00:20.900000+00:00,0.944,1.000,-0.0784,0.000,7.27,9.17
2026-07-17T10:00:21+00:00,1.021,1.000,0.0069,0.000,7.47,8.36
2026-07-17T10:00:21.100000+00:00,0.978,1.000,0.0241,0.000,8.94,7.24
2026-07-17T10:00:21.200000+00:00,0.978,1.000,0.0247,0.000,6.97,9.20
2026-07-17T10:00:21.300000+00:00,1.013,1.000,-0.0246,0.000,8.01,7.88
2026-07-17T10:00:21.400000+00:00,1.055,1.000,0.0059,0.000,9.75,5.81
2026-07-17T10:00:21.500000+00:00,1.003,1.000,-0.0411,0.000,9.78,6.20
2026-07-17T10:00:21.600000+00:00,0.980,1.000,-0.0426,0.000,7.88,8.28
2026-07-17T10:00:21.700000+00:00,1.020,1.000,-0.0435,0.000,6.11,9.73
2026-07-17T10:00:21.800000+00:00,0.997,1.000,-0.0011,0.000,7.09,8.94
2026-07-17T10:00:21.900000+00:00,1.043,1.000,0.0392,0.000,7.87,7.79
2026-07-17T10:00:22+00:00,1.012,1.000,-0.0251,0.000,8.83,7.08
2026-07-17T10:00:22.100000+00:00,1.000,1.000,0.0146,0.000,6.28,9.73
2026-07-17T10:00:22.200000+00:00,1.007,1.000,-0.0220,0.000,8.09,7.86
2026-07-17T10:00:22.300000+00:00,1.017,1.000,-0.0347,0.000,5.29,10.58
2026-07-17T10:00:22.400000+00:00,1.005,1.000,0.0231,0.000,7.40,8.56
2026-07-17T10:00:22.500000+00:00,1.003,1.000,0.0179,0.000,6.33,9.65
2026-07-17T10:00:22.600000+00:00,1.024,1.000,-0.0152,0.000,7.17,8.63
2026-07-17T10:00:22.700000+00:00,1.001,1.000,-0.0199,0.000,6.77,9.22
2026-07-17T10:00:22.800000+00:00,0.946,1.000,-0.0223,0.000,8.98,7.45
2026-07-17T10:00:22.900000+00:00,1.024,1.000,0.0199,0.000,9.09,6.72
2026-07-17T10:00:23+00:00,1.006,1.000,0.0405,0.000,6.67,9.27
2026-07-17T10:00:23.100000+00:00,0.956,1.000,0.0138,0.000,7.22,9.14
2026-07-17T10:00:23.200000+00:00,1.049,1.000,0.0012,0.000,6.49,9.12
2026-07-17T10:00:23.300000+00:00,0.978,1.000,0.0147,0.000,10.60,5.58
2026-07-17T10:00:23.400000+00:00,0.984,1.000,0.0165,0.000,6.31,9.82
2026-07-17T10:00:23.500000+00:00,0.969,1.000,0.0471,0.000,8.36,7.89
2026-07-17T10:00:23.600000+00:00,1.017,1.000,-0.0202,0.000,7.31,8.56
2026-07-17T10:00:23.700000+00:00,1.005,1.000,0.0047,0.000,9.62,6.34
2026-07-17T10:00:23.800000+00:00,1.079,1.000,0.0052,0.000,9.26,6.10
2026-07-17T10:00:23.900000+00:00,1.009,1.000,0.0049,0.000,9.08,6.85
2026-07-17T10:00:24+00:00,0.999,1.000,0.0210,0.000,8.92,7.09
2026-07-17T10:00:24.100000+00:00,0.998,1.000,-0.0269,0.000,6.55,9.46
2026-07-17T10:00:24.200000+00:00,1.005,1.000,-0.0176,0.000,9.63,6.33
2026-07-17T10:00:24.300000+00:00,1.018,1.000,-0.0178,0.000,10.14,5.72
2026-07-17T10:00:24.400000+00:00,1.040,1.000,0.0114,0.000,8.43,7.25
2026-07-17T10:00:24.500000+00:00,0.986,1.000,0.0182,0.000,8.08,8.03
2026-07-17T10:00:24.600000+00:00,0.996,1.000,-0.0128,0.000,7.26,8.77
2026-07-17T10:00:24.700000+00:00,1.009,1.000,0.0246,0.000,6.25,9.68
2026-07-17T10:00:24.800000+00:00,1.002,1.000,0.0145,0.000,5.62,10.36
2026-07-17T10:00:24.900000+00:00,1.012,1.000,0.0233,0.000,9.05,6.86
2026-07-17T10:00:25+00:00,0.969,1.000,0.0213,0.000,7.08,9.16
2026-07-17T10:00:25.100000+00:00,1.038,1.000,0.0146,0.000,6.83,8.87
2026-07-17T10:00:25.200000+00:00,0.968,1.000,-0.0063,0.000,8.47,7.78
2026-07-17T10:00:25.300000+00:00,1.002,1.000,-0.0114,0.000,8.51,7.48
2026-07-17T10:00:25.400000+00:00,1.035,1.000,-0.0094,0.000,8.03,7.69
2026-07-17T10:00:25.500000+00:00,1.020,1.000,0.0123,0.000,7.83,8.02
2026-07-17T10:00:25.600000+00:00,0.934,1.000,-0.0069,0.000,7.19,9.33
2026-07-17T10:00:25.700000+00:00,0.985,1.000,0.0017,0.000,9.71,6.42
2026-07-17T10:00:25.800000+00:00,1.013,1.000,-0.0068,0.000,7.81,8.08
2026-07-17T10:00:25.900000+00:00,1.009,1.000,-0.0288,0.000,5.98,9.94
2026-07-17T10:00:26+00:00,1.040,1.000,0.0314,0.000,6.66,9.02
2026-07-17T10:00:26.100000+00:00,1.014,1.000,-0.0354,0.000,9.23,6.65
2026-07-17T10:00:26.200000+00:00,1.011,1.000,0.0237,0.000,8.36,7.55
2026-07-17T10:00:26.300000+00:00,0.980,1.000,0.0221,0.000,6.90,9.26
2026-07-17T10:00:26.400000+00:00,1.035,1.000,0.0382,0.000,9.19,6.53
2026-07-17T10:00:26.500000+00:00,0.984,1.000,-0.0003,0.000,5.49,10.63
2026-07-17T10:00:26.600000+00:00,0.972,1.000,0.0034,0.000,9.56,6.67
2026-07-17T10:00:26.700000+00:00,1.031,1.000,0.0110,0.000,8.35,7.40
2026-07-17T10:00:26.800000+00:00,0.986,1.000,-0.0180,0.000,8.92,7.19
2026-07-17T10:00:26.900000+00:00,1.032,1.000,0.0024,0.000,8.01,7.73
2026-07-17T10:00:27+00:00,0.954,1.000,-0.0340,0.000,9.80,6.57
2026-07-17T10:00:27.100000+00:00,0.960,1.000,0.0010,0.000,7.00,9.32
2026-07-17T10:00:27.200000+00:00,1.015,1.000,-0.0301,0.000,8.71,7.17
2026-07-17T10:00:27.300000+00:00,1.040,1.000,0.0262,0.000,8.64,7.04
2026-07-17T10:00:27.400000+00:00,0.974,1.000,0.0206,0.000,9.30,6.90
2026-07-17T10:00:27.500000+00:00,1.028,1.000,-0.0108,0.000,6.47,9.31
2026-07-17T10:00:27.600000+00:00,1.003,1.000,-0.0392,0.000,7.39,8.58
2026-07-17T10:00:27.700000+00:00,0.969,1.000,-0.0037,0.000,8.54,7.71
2026-07-17T10:00:27.800000+00:00,0.968,1.000,-0.0565,0.000,9.29,6.96
2026-07-17T10:00:27.900000+00:00,1.009,1.000,0.0148,0.000,8.14,7.78
2026-07-17T10:00:28+00:00,1.016,1.000,-0.0143,0.000,10.26,5.61
2026-07-17T10:00:28.100000+00:00,1.034,1.000,-0.0151,0.000,6.54,9.19
2026-07-17T10:00:28.200000+00:00,1.046,1.000,0.0115,0.000,8.47,7.16
2026-07-17T10:00:28.300000+00:00,1.004,1.000,-0.0233,0.000,7.48,8.49
2026-07-17T10:00:28.400000+00:00,0.999,1.000,0.0140,0.000,10.47,5.54
2026-07-17T10:00:28.500000+00:00,1.031,1.000,0.0124,0.000,7.80,7.96
2026-07-17T10:00:28.600000+00:00,1.017,1.000,-0.0079,0.000,8.94,6.93
2026-07-17T10:00:28.700000+00:00,1.005,1.000,-0.0114,0.000,8.86,7.10
2026-07-17T10:00:28.800000+00:00,1.007,1.000,-0.0129,0.000,6.15,9.80
2026-07-17T10:00:28.900000+00:00,0.987,1.000,0.0036,0.000,9.19,6.91
2026-07-17T10:00:29+00:00,1.039,1.000,-0.0038,0.000,9.87,5.81
2026-07-17T10:00:29.100000+00:00,1.011,1.000,0.0298,0.000,8.30,7.61
2026-07-17T10:00:29.200000+00:00,1.022,1.000,-0.0071,0.000,8.42,7.40
2026-07-17T10:00:29.300000+00:00,0.951,1.000,0.0100,0.000,9.75,6.64
2026-07-17T10:00:29.400000+00:00,1.018,1.000,-0.0209,0.000,6.99,8.87
2026-07-17T10:00:29.500000+00:00,1.030,1.000,-0.0222,0.000,9.14,6.62
2026-07-17T10:00:29.600000+00:00,1.000,1.000,0.0315,0.000,7.32,8.68
2026-07-17T10:00:29.700000+00:00,1.001,1.000,-0.0271,0.000,6.80,9.19
2026-07-17T10:00:29.800000+00:00,1.021,1.000,-0.0375,0.000,10.72,5.11
2026-07-17T10:00:29.900000+00:00,1.022,1.000,0.0040,0.000,10.77,5.06
2026-07-17T10:00:30+00:00,0.872,0.000,0.0502,1.571,14.73,-3.18
2026-07-17T10:00:30.100000+00:00,0.722,0.000,0.1374,1.571,14.98,-3.06
2026-07-17T10:00:30.200000+00:00,0.572,0.000,0.1451,1.571,15.39,-2.97
2026-07-17T10:00:30.300000+00:00,0.422,0.000,0.2032,1.571,14.92,-3.79
2026-07-17T10:00:30.400000+00:00,0.272,0.000,0.2496,1.571,14.60,-2.14
2026-07-17T10:00:30.500000+00:00,0.122,0.000,0.3088,1.571,14.97,-3.55
2026-07-17T10:00:30.600000+00:00,0.000,0.000,0.3726,1.571,15.48,-2.55
2026-07-17T10:00:30.700000+00:00,0.000,0.000,0.3927,1.571,15.56,-3.65
2026-07-17T10:00:30.800000+00:00,0.000,0.000,0.4625,1.571,14.83,-2.33
2026-07-17T10:00:30.900000+00:00,0.000,0.000,0.5327,1.571,15.76,-2.66
2026-07-17T10:00:31+00:00,0.000,0.000,0.5765,1.571,16.18,-2.44
2026-07-17T10:00:31.100000+00:00,0.000,0.000,0.6260,1.571,15.31,-2.68
2026-07-17T10:00:31.200000+00:00,0.000,0.000,0.6935,1.571,14.38,-2.49
2026-07-17T10:00:31.300000+00:00,0.000,0.000,0.7223,1.571,15.09,-2.11
2026-07-17T10:00:31.400000+00:00,0.000,0.000,0.7920,1.571,15.88,-3.02
2026-07-17T10:00:31.500000+00:00,0.000,0.000,0.8397,1.571,14.96,-3.58
2026-07-17T10:00:31.600000+00:00,0.000,0.000,0.8901,1.571,14.31,-3.54
2026-07-17T10:00:31.700000+00:00,0.000,0.000,0.9317,1.571,15.45,-3.27
2026-07-17T10:00:31.800000+00:00,0.000,0.000,1.0074,1.571,14.76,-3.09
2026-07-17T10:00:31.900000+00:00,0.000,0.000,1.0519,1.571,15.32,-2.36
2026-07-17T10:00:32+00:00,0.000,0.000,1.1034,1.571,14.57,-3.12
2026-07-17T10:00:32.100000+00:00,0.000,0.000,1.1349,1.571,14.81,-4.27
2026-07-17T10:00:32.200000+00:00,0.000,0.000,1.2094,1.571,14.34,-3.05
2026-07-17T10:00:32.300000+00:00,0.000,0.000,1.2335,1.571,15.50,-3.11
2026-07-17T10:00:32.400000+00:00,0.000,0.000,1.3043,1.571,14.81,-3.43
2026-07-17T10:00:32.500000+00:00,0.000,0.000,1.3586,1.571,14.42,-3.32
2026-07-17T10:00:32.600000+00:00,0.000,0.000,1.4133,1.571,15.84,-3.02
2026-07-17T10:00:32.700000+00:00,0.000,0.000,1.4492,1.571,15.23,-2.37
2026-07-17T10:00:32.800000+00:00,0.000,0.000,1.5613,1.571,15.13,-2.85
